Generation;Max;Min;Mean
325;9.996837062;9.945383594;9.985387683
326;9.996837062;9.900103708;9.985811836
327;9.996837062;9.959696981;9.98651477
328;9.996837062;9.964430663;9.987902022
329;9.996837062;9.939945495;9.98730176
330;9.996837062;9.943380638;9.987394327
331;9.996837062;9.937916888;9.987894917
332;9.996837062;9.960233676;9.988351666
333;9.996837062;9.944329784;9.988256093
334;9.996837062;9.969354118;9.988662155
335;9.996837062;9.671533698;9.986069012
336;9.996837062;9.959766736;9.98826366
337;9.996837062;9.909171783;9.987210573
338;9.996837062;9.97160001;9.988665343
339;9.996837062;9.97160001;9.989115749
340;9.996837062;9.958410281;9.989329802
341;9.996837062;9.946083106;9.98910034
342;9.996837062;9.959958257;9.989479817
343;9.996837062;9.934424283;9.988514122
344;9.996837062;9.967415108;9.989760826
345;9.996837062;9.969653515;9.990254018
346;9.996837062;9.969653515;9.990525716
347;9.996837062;9.968337857;9.990391852
348;9.996837062;9.967067799;9.990153416
349;9.996837062;9.967067799;9.990482268
350;9.996837062;9.97440085;9.991082215
351;9.998382819;9.960225221;9.990982716
352;9.998382819;9.96950577;9.991128857
353;9.998382819;9.954350745;9.991048071
354;9.998382819;9.938355763;9.99000449
355;9.998382819;9.959262257;9.990785054
356;9.998382819;9.971405814;9.991215172
357;9.998382819;9.969114191;9.991444059
358;9.998382819;9.959303285;9.991454797
359;9.998382819;9.969331302;9.991932374
360;9.998382819;9.976794574;9.992235054
361;9.998382819;9.96598099;9.991948153
362;9.998382819;9.965207948;9.991755421
363;9.998382819;9.973037315;9.992829874
364;9.998382819;9.979060199;9.993248815
365;9.998382819;9.96965554;9.993117103
366;9.998382819;9.969772507;9.993070681
367;9.998382819;9.972869236;9.993259084
368;9.998382819;9.970719003;9.99312991
369;9.998382819;9.975121532;9.993337451
370;9.998382819;9.971846965;9.993168133
371;9.998382819;9.976956442;9.993242431
372;9.998382819;9.949673697;9.992730422
373;9.998382819;9.964231525;9.993338845
374;9.998382819;9.981180171;9.993613615
375;9.998382819;9.981180171;9.993705544
376;9.998382819;9.981180171;9.994013712
377;9.998382819;9.984448958;9.994211853
378;9.998382819;9.984448958;9.994227534
379;9.998382819;9.811713024;9.992787274
380;9.998382819;9.986509581;9.994635709
381;9.998415638;9.969700252;9.994444869
382;9.998415638;9.966207418;9.994593938
383;9.998523089;9.975801473;9.994695889
384;9.998523089;9.976887473;9.994852922
385;9.998635569;9.983116716;9.995132455
386;9.998635569;9.943801795;9.994321692
387;9.998635569;9.987699039;9.995424652
388;9.998635569;9.986790636;9.995487494
389;9.998635569;9.989459856;9.99577612
390;9.998635569;9.993033784;9.996014042
391;9.998635569;9.992842353;9.996001744
392;9.998635569;9.98956137;9.995979731
393;9.998635569;9.984217762;9.995625095
394;9.998635569;9.991108639;9.995940929
395;9.998635569;9.988569982;9.995872075
396;9.99879488;9.985600859;9.99596559
397;9.99879488;9.984109499;9.995826644
398;9.99879488;9.984109499;9.996059171
399;9.99879488;9.985259255;9.99592182
400;9.99879488;9.986374158;9.995996161
401;9.99879488;9.982372635;9.995911384
402;9.99879488;9.988103838;9.996104038
403;9.99879488;9.987406944;9.996078873
404;9.99879488;9.988204069;9.996270418
405;9.99879488;9.98839793;9.996320963
406;9.99879488;9.986467184;9.996304514
407;9.99879488;9.988709211;9.996552035
408;9.99879488;9.988012487;9.99659804
409;9.99879488;9.990374636;9.996621597
410;9.99879488;9.989664059;9.996647936
411;9.99879488;9.989848762;9.996704778
412;9.99879488;9.992370418;9.996799796
413;9.99879488;9.993494549;9.996927754
414;9.99879488;9.978786694;9.99674587
415;9.99886067;9.989084589;9.996832377
416;9.999024335;9.986662516;9.996838229
417;9.999024335;9.986662516;9.996961578
418;9.999024335;9.978557243;9.996474022
419;9.999221963;9.985513415;9.996895431
420;9.999221963;9.989925083;9.997024514
421;9.999221963;9.989574375;9.997073782
422;9.999274269;9.989574375;9.997243212
423;9.999274269;9.979836381;9.997193992
424;9.999274269;9.989886135;9.997182318
425;9.999421425;9.994834159;9.997532224
426;9.999421425;9.994834159;9.997566258
427;9.999421425;9.994686431;9.997574684
428;9.999421425;9.99119425;9.997462673
429;9.999421425;9.988693189;9.997498686
430;9.999421425;9.99205293;9.997602561
431;9.999421425;9.994686431;9.997774157
432;9.999421425;9.995802432;9.997873567
433;9.999421425;9.988643398;9.997764081
434;9.999421425;9.994051907;9.997857467
435;9.999421425;9.995560847;9.997901305
436;9.999421425;9.990304252;9.997827792
437;9.999421425;9.990977831;9.99772933
438;9.999421425;9.992304257;9.997757046
439;9.999421425;9.992304257;9.997843155
440;9.999421425;9.995514033;9.997998274
441;9.999421425;9.995003954;9.998044748
442;9.999511999;9.988793171;9.997934381
443;9.999511999;9.995003954;9.998070188
444;9.999511999;9.992311012;9.9980876
445;9.999511999;9.992940722;9.998140437
446;9.999511999;9.996457504;9.998286399
447;9.999511999;9.992927707;9.998235755
448;9.999511999;9.995792554;9.998351381
449;9.999511999;9.9928894;9.998270975
450;9.999511999;9.99437631;9.998443725
451;9.999511999;9.995609627;9.998454531
452;9.999511999;9.996703289;9.998496744
453;9.999511999;9.994507748;9.998450826
454;9.999511999;9.994507748;9.998425044
455;9.999511999;9.994507748;9.998519398
456;9.999511999;9.99602788;9.998504313
457;9.999511999;9.98976806;9.998329653
458;9.999511999;9.994850669;9.998465445
459;9.999511999;9.996718982;9.998523978
460;9.999511999;9.995315173;9.998454848
461;9.999666789;9.994706085;9.998468114
462;9.999666789;9.989578418;9.998415917
463;9.999666789;9.996003935;9.998650728
464;9.999666789;9.995845978;9.998679098
465;9.999666789;9.995488401;9.998603244
466;9.999666789;9.995488401;9.998590055
467;9.999666789;9.996630319;9.998710697
468;9.999666789;9.996686758;9.998705988
469;9.999666789;9.997024132;9.998711315
470;9.999666789;9.995883344;9.998728369
471;9.999666789;9.99706993;9.998782031
472;9.999666789;9.997653848;9.998827249
473;9.999666789;9.99394857;9.99883206
474;9.999666789;9.995347726;9.998827732
475;9.999666789;9.995347726;9.998864845
476;9.999666789;9.995865;9.998908903
477;9.999666789;9.997412888;9.998960234
478;9.999666789;9.994701294;9.998931703
479;9.999666789;9.994701406;9.998965543
480;9.999666789;9.997356112;9.998977835
481;9.999666789;2.57E-10;9.89900691
